STATE,LAW ENFORCEMENT AGENCY,TYPE,COUNTY,SUPPORT TYPE,SIGNED,MOA,ADDENDUM
FLORIDA,Hamilton County Sheriff's Office,County,Hamilton County ,Warrant Service Officer,10/15/2019,link,
FLORIDA,Hardee County Sheriff's Office,County,Hardee County ,Task Force Model,5/8/2025,link,
FLORIDA,Hardee County Sheriff's Office,County,Hardee County ,Warrant Service Officer,2/26/2025,link,
FLORIDA,Havana Police Department,Municipality,#N/A,Task Force Model,4/10/2025,link,
FLORIDA,Hendry County Sheriff's Office,County,Hendry County ,Task Force Model,2/26/2025,link,
FLORIDA,Hendry County Sheriff's Office,County,Hendry County ,Warrant Service Officer,10/15/2019,link,
FLORIDA,Hernando County Sheriff's Office,County,Hernando County ,Task Force Model,2/26/2025,link,
FLORIDA,Hernando County Sheriff's Office,County,Hernando County ,Warrant Service Officer,5/6/2019,link,
FLORIDA,Hernando County Sheriff's Office,County,Hernando County ,Jail Enforcement Model,6/9/2020,link,
FLORIDA,Hialeah Police Department,Municipality,#N/A,Task Force Model,7/2/2025,link,
FLORIDA,High Springs Police Department,Municipality,#N/A,Task Force Model,3/25/2025,link,
FLORIDA,Highland Beach Police Department,Municipality,#N/A,Task Force Model,4/10/2025,link,
FLORIDA,Highlands County Sheriff's Office,County,Highlands County ,Task Force Model,2/26/2025,link,
FLORIDA,Highlands County Sheriff's Office,County,Highlands County ,Warrant Service Officer,10/15/2019,link,
FLORIDA,Hillsborough County Sheriff's Office,County,Hillsborough County ,Task Force Model,2/26/2025,link,
FLORIDA,Hillsborough County Sheriff's Office,County,Hillsborough County ,Warrant Service Officer,2/26/2025,link,link
FLORIDA,Holly Hill Police Department,Municipality,#N/A,Task Force Model,5/8/2025,link,
FLORIDA,Hollywood Police Department ,Municipality,#N/A,Task Force Model,6/18/2025,link,
FLORIDA,Holmes Beach Police Department,Municipality,#N/A,Task Force Model,4/10/2025,link,
FLORIDA,Holmes County Sheriff's Office,County,Holmes County ,Task Force Model,2/26/2025,link,
FLORIDA,Holmes County Sheriff's Office,County,Holmes County ,Warrant Service Officer,10/15/2019,link,link
FLORIDA,Howey in the Hills Police Department ,Municipality,Lake Conty,Task Force Model,7/24/2025,link,
FLORIDA,Indialantic Police Department,Municipality,#N/A,Task Force Model,5/13/2025,link,
FLORIDA,Indian Creek Village Department of Public Safety,Municipality,#N/A,Task Force Model,7/7/2025,link,
FLORIDA,Indian Harbour Beach Police Department,Municipality,#N/A,Task Force Model,4/10/2025,link,
FLORIDA,Indian River County Sheriff's Office,County,Indian River County ,Task Force Model,2/26/2025,link,
FLORIDA,Indian River County Sheriff's Office,County,Indian River County ,Warrant Service Officer,10/15/2019,link,link
FLORIDA,Indian River Shores Department of Public Safety,Municipality,#N/A,Task Force Model,3/5/2025,link,
FLORIDA,Indian Shores Police Department,Municipality,#N/A,Task Force Model,2/28/2025,link,
FLORIDA,Jackson County Correctional Facility,County,Jackson County,Warrant Service Officer,2/26/2025,link,link
FLORIDA,Jackson County Sheriff's Office,County,Jackson County ,Task Force Model,2/26/2025,link,
FLORIDA,Jacksonville Sheriff's Office,County,Duval County,Task Force Model,2/26/2025,link,
FLORIDA,Jacksonville Sheriff's Office,County,Duval County,Jail Enforcement Model,6/9/2020,link,
FLORIDA,Jasper Police Department,Municipality,Hamilton County ,Task Force Model,4/27/2026,link pending,
FLORIDA,Jefferson County Sheriff's Office,County,Jefferson County ,Task Force Model,2/26/2025,link,
FLORIDA,Jefferson County Sheriff's Office,County,Jefferson County ,Warrant Service Officer,10/15/2019,link,link
FLORIDA,Juno Beach Police Department,Municipality,#N/A,Task Force Model,3/7/2025,link,
FLORIDA,Jupiter Inlet Colony Police Department,Municipality,#N/A,Task Force Model,3/10/2025,link,
FLORIDA,Jupiter Island Department of Public Safety,Municipality,#N/A,Task Force Model,3/25/2025,link,
FLORIDA,Jupiter Police Department,Municipality,#N/A,Task Force Model,3/26/2025,link,
FLORIDA,Kenneth City Police Department,Municipality,#N/A,Task Force Model,2/28/2025,link,
FLORIDA,Key Colony Beach Police Department,Municipality,#N/A,Task Force Model,4/10/2025,link,
FLORIDA,Key West Police Department,Municipality,#N/A,Task Force Model,3/5/2025,link,
FLORIDA,Kissimmee Police Department,Municipality,#N/A,Task Force Model,4/24/2025,link,
FLORIDA,Lady Lake Police Department,Municipality,#N/A,Task Force Model,4/10/2025,link,
FLORIDA,Lafayette County Sheriff's Office,County,Lafayette County ,Task Force Model,2/26/2025,link,
FLORIDA,Lafayette County Sheriff's Office,County,Lafayette County ,Warrant Service Officer,10/15/2019,link,link
FLORIDA,Lake Alfred Police Department,Municipality,#N/A,Task Force Model,6/24/2025,link,
FLORIDA,Lake City Police Department,Municipality,#N/A,Task Force Model,4/29/2025,link,
FLORIDA,Lake Clarke Shores Police Department,Municipality,#N/A,Task Force Model,4/29/2025,link,
FLORIDA,Lake County Sheriff's Office,County,Lake County ,Task Force Model,2/26/2025,link,
FLORIDA,Lake County Sheriff's Office,County,Lake County ,Warrant Service Officer,10/15/2019,link,link
FLORIDA,Lake Hamilton Police Department,Municipality,Polk County,Task Force Model,2/18/2026,link,
FLORIDA,Lake Helen Police Department,Municipality ,Volusia County,Task Force Model,1/26/2026,link,
FLORIDA,Lake Mary Police Department,Municipality,#N/A,Task Force Model,6/18/2025,link,
FLORIDA,Lake Placid Police Department,Municipality,#N/A,Task Force Model,2/28/2025,link,
FLORIDA,Lake Wales Police Department,Municipality,#N/A,Task Force Model,6/13/2025,link,
FLORIDA,Lakeland Police Department,Municipality,#N/A,Task Force Model,4/24/2025,link,
FLORIDA,Lantana Police Department,Municipality,#N/A,Task Force Model,4/14/2025,link,
FLORIDA,Largo Police Department,Municipality,Pinellas County,Task Force Model,7/23/2025,link,
FLORIDA,Lee County Port Authority Police,County,Lee County,Task Force Model,7/2/2025,link,
FLORIDA,Lee County Sheriff's Office,County,Lee County ,Task Force Model,2/24/2025,link,
FLORIDA,Lee County Sheriff's Office,County,Lee County ,Warrant Service Officer,2/26/2025,link,link
FLORIDA,Lee County Sheriff's Office,County,Lee County ,Jail Enforcement Model,3/3/2025,link,
FLORIDA,Leon County Sheriff's Office,County,Leon County ,Task Force Model,2/26/2025,link,
FLORIDA,Leon County Sheriff's Office,County,Leon County ,Warrant Service Officer,10/15/2019,link,link
FLORIDA,Levy County Sheriff's Office,County,Levy County ,Task Force Model,2/26/2025,link,
FLORIDA,Levy County Sheriff's Office,County,Levy County ,Warrant Service Officer,5/6/2019,link,link
FLORIDA,Liberty County Sheriff's Office,County,Liberty County ,Task Force Model,2/26/2025,link,
FLORIDA,Liberty County Sheriff's Office,County,Liberty County ,Warrant Service Officer,9/9/2019,link,
FLORIDA,Lighthouse Point Police Department,Municipality,#N/A,Task Force Model,4/2/2025,link,
FLORIDA,Live Oak Police Department,Municipality,#N/A,Task Force Model,4/14/2025,link,
FLORIDA,Longboat Key Police Department,Municipality,#N/A,Task Force Model,4/23/2025,link,
FLORIDA,Longwood Police Department,Municipality,#N/A,Task Force Model,4/14/2025,link,
FLORIDA,Lynn Haven Police Department,Municipality,#N/A,Task Force Model,2/24/2025,link,
FLORIDA,Madison County Sheriff's Office,County,Madison County ,Task Force Model,2/26/2025,link,
FLORIDA,Madison County Sheriff's Office,County,Madison County ,Warrant Service Officer,9/9/2019,link,
FLORIDA,Madison Police Department ,Municipality,Madison County ,Task Force Model,11/4/2025,link,
FLORIDA,Manatee County Sheriff's Office,County,Manatee County ,Task Force Model,2/26/2025,link,
FLORIDA,Manatee County Sheriff's Office,County,Manatee County ,Warrant Service Officer,5/6/2019,link,
FLORIDA,Marco Island Police Department,Municipality,#N/A,Task Force Model,4/24/2025,link,
FLORIDA,Marianna Police Department,Municipality,#N/A,Task Force Model,3/5/2025,link,
FLORIDA,Marion County Sheriff's Office,County,Marion County ,Task Force Model,2/26/2025,link,
FLORIDA,Marion County Sheriff's Office,County,Marion County ,Warrant Service Officer,10/15/2019,link,link
FLORIDA,Martin County Sheriff's Office,County,Martin County ,Task Force Model,2/26/2025,link,
FLORIDA,Martin County Sheriff's Office,County,Martin County ,Warrant Service Officer,1/22/2020,link,link
FLORIDA,Melbourne Beach Police Department,Municipality,#N/A,Task Force Model,4/14/2025,link,
FLORIDA,Melbourne International Airport Police Department,Municipality,#N/A,Task Force Model,4/25/2025,link,
FLORIDA,Melbourne Police Department,Municipality,#N/A,Task Force Model,4/14/2025,link,
FLORIDA,Miami Springs Police Department,Municipality,#N/A,Task Force Model,4/2/2025,link,
FLORIDA,Miami-Dade Corrections and Rehabilitation,County,Miami-Dade County,Warrant Service Officer,2/26/2025,link,link
FLORIDA,Miami-Dade Sheriff's Office,County,Miami-Dade County,Task Force Model,2/26/2025,link,
FLORIDA,Midway Police Department ,Municipality,Gadsden County ,Task Force Model,11/19/2025,link,
FLORIDA,Milton Police Department,Municipality ,Santa Rosa County,Task Force Model,12/10/2025,link,
FLORIDA,Monroe County Sheriff's Office,County,Monroe County ,Task Force Model,2/26/2025,link,
FLORIDA,Monroe County Sheriff's Office,County,Monroe County ,Warrant Service Officer,10/15/2019,link,link
FLORIDA,Naples Police Department,Municipality,#N/A,Task Force Model,3/3/2025,link,
FLORIDA,Nassau County Sheriff's Office,County,Nassau County ,Task Force Model,2/26/2025,link,
FLORIDA,Nassau County Sheriff's Office,County,Nassau County ,Warrant Service Officer,10/15/2019,link,link
FLORIDA,Neptune Beach Police Department,Municipality,Duval County ,Task Force Model,7/2/2025,link,
FLORIDA,New College of Florida Police Department,Municipality,#N/A,Task Force Model,4/15/2025,link,
FLORIDA,New Port Richey Police Department,Municipality,#N/A,Task Force Model,5/13/2025,link,
FLORIDA,New Smyrna Beach Police Department,Municipality,#N/A,Task Force Model,4/24/2025,link,
FLORIDA,Niceville Police Department ,Municipality,Okaloosa County,Task Force Model,10/17/2025,link,
FLORIDA,North Bay Village Police Department,Municipality,#N/A,Task Force Model,5/8/2025,link,
FLORIDA,North Palm Beach Police Department,Municipality,#N/A,Task Force Model,6/11/2025,link,
FLORIDA,North Port Police Department,Municipality,#N/A,Task Force Model,4/24/2025,link,
FLORIDA,Northwest Florida State College Police Department,Municipality,#N/A,Task Force Model,5/8/2025,link,
FLORIDA,Oakland Police Department,Municipality,#N/A,Task Force Model,4/23/2025,link,
FLORIDA,Ocala Police Department,Municipality,Marion County ,Task Force Model,4/24/2025,link,
FLORIDA,Ocean Ridge Police Department,Municipality,#N/A,Task Force Model,4/14/2025,link,
FLORIDA,Ocoee Police Department,Municipality,#N/A,Task Force Model,5/13/2025,link,
FLORIDA,Office of Agricultural Law Enforcement ,State Agency,#N/A,Task Force Model,6/11/2025,link,
FLORIDA,Office of the State Attorney Sixth Judicial Circuit,State Agency,#NA,Task Force Model,8/28/2025,link,
FLORIDA,"Office of the State Attorney, 20th Judicial Circuit ",State Agency,Lee County,Task Force Model,5/9/2026,link pending,
FLORIDA,Okaloosa County Board of County Commissioners/ Department of Corrections ,County,Okaloosa County ,Warrant Service Officer,2/26/2025,link,link
FLORIDA,Okaloosa County Sheriff's Office,County,Okaloosa County ,Task Force Model,2/26/2025,link,
FLORIDA,Okeechobee County Sheriff's Office,County,Okeechobee County,Jail Enforcement Model,4/25/2026,link,
FLORIDA,Okeechobee County Sheriff's Office,County,Okeechobee County ,Task Force Model,2/26/2025,link,
FLORIDA,Okeechobee County Sheriff's Office,County,Okeechobee County ,Warrant Service Officer,10/15/2019,link,link
FLORIDA,Okeechobee Police Department,Municipality,#N/A,Task Force Model,3/17/2025,link,
FLORIDA,Orange City Police Department,Municipality,#N/A,Task Force Model,4/14/2025,link,
FLORIDA,Orange County Corrections Department,County,Orange County,Warrant Service Officer,2/26/2025,link,
FLORIDA,Orange County Sheriff's Office,County,Orange County ,Task Force Model,2/26/2025,link,
FLORIDA,Orange Park Police Department ,Municipality,Clay County,Task Force Model,7/24/2025,link,
FLORIDA,Orlando Police Department,Municipality,#N/A,Task Force Model,3/26/2025,link,
FLORIDA,Ormond Beach Police Department,Municipality,#N/A,Task Force Model,4/14/2025,link,
FLORIDA,Osceola County Corrections Department,County,Osceola County,Warrant Service Officer,10/15/2019,link,link
FLORIDA,Osceola County Sheriff's Office,County,Osceola County ,Task Force Model,2/26/2025,link,
FLORIDA,Oviedo Police Department,Municipality,#N/A,Task Force Model,3/26/2025,link,
FLORIDA,Palm Bay Police Department ,Municipality,Brevard County ,Task Force Model,7/15/2025,link,
FLORIDA,Palm Beach County Sheriff's Office,County,Palm Beach County ,Task Force Model,2/26/2025,link,
FLORIDA,Palm Beach County Sheriff's Office,County,Palm Beach County ,Warrant Service Officer,2/26/2025,link,link
FLORIDA,Palm Beach Gardens Police Department,Municipality,#N/A,Task Force Model,3/5/2025,link,
FLORIDA,Palm Beach Police Department,Municipality,#N/A,Task Force Model,3/7/2025,link,
FLORIDA,Palm Springs Police Department,Municipality,#N/A,Task Force Model,6/5/2025,link,
FLORIDA,Palmetto Police Department,Municipality,Manatee County,Task Force Model,9/22/2025,link,
FLORIDA,Panama City Beach Police Department,Municipality,#N/A,Task Force Model,2/25/2025,link,
FLORIDA,Panama City Police Department,Municipality,#N/A,Task Force Model,2/28/2025,link,
FLORIDA,Pasco County Board of County Commissioners/ Pasco County Corrections ,County,Pasco County,Warrant Service Officer,2/26/2025,link,link
FLORIDA,Pasco County Sheriff's Office,County,Pasco County,Task Force Model,2/26/2025,link,
FLORIDA,Pembroke Park Police Department,Municipality,Broward County,Task Force Model,4/14/2025,link,
FLORIDA,Pembroke Pines Police Department,Municipality,Broward County,Task Force Model,4/14/2025,link,
FLORIDA,Pensacola Police Department,Municipality,#N/A,Task Force Model,6/18/2025,link,
FLORIDA,Perry Police Department,Municipality,Taylor County,Task Force Model,7/23/2025,link,
FLORIDA,Pinellas County Sheriff's Office,County,Pinellas County ,Task Force Model,2/26/2025,link,
FLORIDA,Pinellas County Sheriff's Office,County,Pinellas County ,Warrant Service Officer,4/24/2019,link,link
FLORIDA,Pinellas Park Police Department,Municipality,#N/A,Task Force Model,2/28/2025,link,
FLORIDA,Plant City Police Department ,Municipality,Hillsborough County,Task Force Model,10/17/2025,link,
FLORIDA,Polk County Sheriff's Office,County,Polk County ,Task Force Model,2/26/2025,link,
FLORIDA,Polk County Sheriff's Office,County,Polk County ,Warrant Service Officer,5/6/2019,link,link
FLORIDA,Ponce Inlet Police Department,Municipality,Volusia County,Task Force Model,4/14/2025,link,
FLORIDA,Port Orange Police Department,Municipality,#N/A,Task Force Model,4/24/2025,link,
FLORIDA,Port Richey Police Department ,Municipality,Pasco County,Task Force Model,11/6/2025,link,
FLORIDA,Port Saint Lucie Police Department ,Municipality,St. Luice County,Task Force Model,10/17/2025,link,
FLORIDA,Punta Gorda Police Department,Municipality,#N/A,Task Force Model,4/24/2025,link,
FLORIDA,Putnam County Sheriff's Office,County,Putnam County ,Task Force Model,2/26/2025,link,
FLORIDA,Putnam County Sheriff's Office,County,Putnam County ,Warrant Service Officer,10/15/2019,link,link
FLORIDA,Quincy Police Department,Municipality,#N/A,Task Force Model,7/7/2025,link,
FLORIDA,Riviera Beach Police Department,Municipality,#N/A,Task Force Model,4/29/2025,link,
FLORIDA,Rockledge Police Department,Municipality,Brevard County,Task Force Model,6/5/2025,link,
FLORIDA,Sanford Airport Police Department,Municipality,#N/A,Task Force Model,5/13/2025,link,
FLORIDA,Sanford Police Department,Municipality,Seminole County ,Task Force Model,6/5/2025,link,
FLORIDA,Sanibel Police Department,Municipality,#N/A,Task Force Model,4/2/2025,link,
FLORIDA,Santa Fe College Police Department,Municipality,Alachua County,Task Force Model,7/24/2025,link,
FLORIDA,Santa Rosa County Sheriff's Office,County,Santa Rosa County ,Task Force Model,2/26/2025,link,
FLORIDA,Santa Rosa County Sheriff's Office,County,Santa Rosa County ,Warrant Service Officer,10/15/2019,link,link
FLORIDA,Sarasota County Sheriff's Office,County,Sarasota County ,Task Force Model,2/26/2025,link,
FLORIDA,Sarasota County Sheriff's Office,County,Sarasota County ,Warrant Service Officer,5/6/2019,link,link
FLORIDA,Sarasota Manatee Airport Authority Police Department,Municipality,#N/A,Task Force Model,6/11/2025,link,
FLORIDA,Sarasota Police Department,Municipality,#N/A,Task Force Model,5/16/2025,link,
FLORIDA,Satellite Beach Police Department,Municipality,Brevard County,Task Force Model,6/5/2025,link,
